,id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,target_x,target_y
494,495,1.527809,0.256744,0.758806,0.087962,0.030828,1.10201,1.243478,0.141659,-0.085784,-1.049404,11.440227,-20.444956
956,957,-1.039079,0.707129,1.948624,-1.174902,-1.223277,-1.348691,1.243478,0.771022,-1.162075,-1.738355,18.207881,-16.954857
717,718,-0.855729,-0.981816,-1.025921,0.466821,1.404372,0.159432,-1.010085,-0.659347,0.57195,0.604079,5.032982,-9.446833
745,746,-0.305682,1.495304,-0.133557,-1.301188,-0.805242,-0.406114,-0.587542,1.343169,-1.102281,-1.049404,23.814446,-13.985658
783,784,-0.489031,0.594533,1.234733,-0.985472,-0.924681,-0.217599,0.750511,0.99988,-1.162075,-1.393879,18.003288,-17.082027
602,603,-0.67238,-1.094412,-1.085412,0.971967,1.225214,0.159432,-0.939661,-0.830991,1.169889,0.741869,4.81741,-9.045339
95,96,0.061016,-0.812921,0.163897,1.287683,0.209986,1.950329,0.257544,-0.830991,0.512156,0.259603,9.14785,-17.132902
145,146,2.169532,0.594533,0.937279,-0.290897,-0.506646,0.159432,1.45475,0.484948,-0.683723,-0.015977,13.617842,-19.347186
12,13,0.702738,0.538235,0.223388,-0.290897,0.269705,0.630721,0.116696,-0.029985,0.631744,0.466289,10.511196,-19.710575
596,597,-0.489031,-1.038114,-1.263884,0.087962,0.74746,1.479041,-1.010085,-1.002635,1.409065,1.568611,6.209443,-11.614242
493,494,0.061016,1.270111,1.353715,-1.301188,-1.04412,-0.311856,0.609663,0.828236,-1.281663,-1.049404,20.733353,-15.618869
506,507,-0.489031,1.833093,0.223388,-0.922329,-1.103839,-0.877403,0.53924,1.400384,-1.221869,-1.118299,23.456968,-14.160127
858,859,-1.222428,0.819726,1.353715,-1.301188,-1.402435,-0.311856,1.736445,0.656592,-0.803311,-0.842718,17.936577,-17.108354
316,317,1.436135,0.36934,0.34237,0.214248,-0.864962,2.044587,0.257544,0.542163,-0.444547,-0.084872,11.061556,-20.461375
419,420,0.33604,-1.038114,-0.074066,0.656251,-0.387207,1.007752,-0.587542,-1.002635,-0.085784,0.328499,9.025698,-16.900373
576,577,-0.397357,1.101217,1.71066,-1.174902,-1.163558,-0.783145,0.891359,0.942666,-1.042487,-0.773823,20.712234,-15.618924
138,139,-1.405777,0.256744,0.461352,-1.616904,-1.521874,-0.971661,0.468816,1.972531,-1.162075,-1.66946,26.762602,-12.41013
160,161,-0.764055,-1.15071,-0.96643,0.782537,1.523811,0.159432,-1.150933,-0.773776,1.050302,0.466289,4.552663,-8.566405
683,684,1.527809,0.200446,0.758806,-0.101468,0.030828,0.347948,0.820935,0.141659,-0.504341,0.259603,11.832164,-20.25885
394,395,-0.67238,-1.207009,-1.144902,0.529964,1.464091,-1.537207,-1.080509,-1.288709,0.990508,-0.222662,2.124047,-4.004875
788,789,1.34446,0.256744,0.163897,0.719394,0.448863,0.724979,0.116696,0.141659,0.452362,0.466289,10.850898,-20.306947
945,946,0.244365,1.495304,1.234733,-1.364332,-0.924681,-0.406114,0.680087,1.514813,-1.341457,-1.118299,21.262101,-15.356455
633,634,1.619484,0.481937,1.05626,-0.227754,-0.446927,-0.59463,1.45475,0.771022,-0.205372,-1.324984,14.385531,-18.966994
96,97,1.252786,0.313042,0.580333,0.214248,0.269705,0.347948,0.609663,0.713807,0.452362,0.672974,10.795325,-20.266903
539,540,-0.580706,1.270111,0.937279,-1.048616,-1.04412,-0.688887,0.257544,1.858102,-0.922899,-0.980509,24.918029,-13.396412
390,391,0.977762,0.932322,0.996769,-0.922329,-0.685804,-0.500372,1.525173,0.542163,-0.564135,-1.118299,15.34073,-18.454999
792,793,2.352881,0.425639,0.163897,0.593108,0.329424,0.724979,0.680087,0.198874,0.512156,0.672974,10.816787,-20.295877
554,555,0.244365,-0.587729,-0.787957,1.161396,1.105775,1.196267,-0.305847,-0.773776,0.751332,1.361925,8.969683,-16.804565
567,568,-0.030658,-1.038114,-1.442357,0.656251,0.866898,0.724979,-0.446694,-0.773776,0.811126,0.879659,6.047595,-11.301287
291,292,-0.489031,-0.869219,-1.204393,0.214248,1.464091,0.159432,-0.587542,-1.231494,0.691538,0.672974,2.132168,-4.014265
196,197,-0.580706,-0.812921,-1.442357,1.22454,1.344653,0.159432,-1.432628,-0.945421,0.930714,0.604079,5.005082,-9.364253
818,819,-0.397357,1.833093,0.818297,-0.796043,-1.342716,-1.160176,0.18712,1.343169,-1.162075,-1.118299,24.131139,-13.818487
434,435,-0.305682,1.044918,0.282879,-1.238045,-1.282997,-1.160176,0.53924,2.20139,-1.341457,-1.66946,26.762456,-12.407194
798,799,-0.397357,1.326409,1.234733,-1.301188,-1.163558,-0.500372,0.53924,1.514813,-1.162075,-1.94504,21.63971,-15.142766
476,477,-0.030658,1.157515,1.829642,-0.985472,-1.223277,-0.500372,1.45475,0.771022,-1.162075,-1.876145,19.809808,-16.098803
693,694,-1.039079,-0.981816,-1.561339,0.782537,0.986337,-0.217599,-1.010085,-1.231494,0.87092,0.328499,4.552687,-8.558107
49,50,1.252786,0.256744,1.05626,-1.301188,-0.924681,-0.783145,1.666021,0.599377,-1.162075,-1.118299,16.817757,-17.70698
822,823,0.061016,0.819726,1.353715,-0.922329,-1.282997,-1.065918,1.666021,0.885451,-1.401251,-1.738355,18.975182,-16.55695
990,991,-0.855729,-0.981816,-1.442357,1.22454,0.74746,0.065175,-1.221357,-1.231494,1.588447,0.535184,3.054824,-5.800961
592,593,0.427715,-0.644027,-0.371521,1.22454,0.74746,1.007752,-0.164999,-0.659347,0.631744,1.499716,7.743263,-14.448519
740,741,-0.122333,1.044918,0.34237,-1.048616,-0.745523,-1.725722,0.609663,1.457598,-0.922899,-1.049404,25.434725,-13.115858
811,812,0.33604,-0.869219,-0.787957,0.656251,1.225214,1.479041,-0.587542,-0.602132,0.512156,1.086345,7.529276,-14.029827
661,662,1.252786,0.087849,0.877788,-0.417184,0.150267,0.630721,0.257544,0.484948,-0.324959,-0.842718,12.454268,-19.951807
249,250,1.436135,-0.024747,-0.252539,0.214248,0.508582,1.761814,0.53924,-0.144414,0.392568,0.604079,9.893146,-18.56077
590,591,-0.855729,-1.038114,-1.204393,1.161396,0.866898,0.159432,-1.291781,-1.288709,1.528653,0.672974,3.087415,-5.834035
450,451,0.061016,1.326409,0.044915,-0.922329,-1.04412,-1.725722,0.327968,1.457598,-1.461045,-1.187194,25.13002,-13.286372
641,642,-1.222428,-1.375903,-1.204393,0.214248,0.68774,-0.688887,-1.010085,-1.345924,1.289477,0.121813,1.39982,-2.642711
327,328,-0.030658,-0.925518,-0.787957,1.287683,1.284933,0.630721,-0.305847,-0.659347,1.409065,1.01745,6.453372,-12.069201
537,538,-0.397357,-0.475132,-0.787957,1.03511,0.68774,0.724979,-0.657966,-0.544917,0.332774,1.361925,7.786507,-14.511929
335,336,-0.489031,-0.869219,-1.204393,0.214248,1.464091,0.159432,-0.587542,-1.231494,0.691538,0.672974,2.374867,-4.489202
248,249,0.519389,-0.644027,-0.252539,1.413969,1.344653,1.290525,-0.657966,-0.659347,0.631744,1.499716,7.764328,-14.485903
866,867,-0.305682,-0.981816,-0.847448,0.403678,1.046056,0.159432,-0.72839,-1.231494,0.153392,0.604079,2.585608,-4.904767
507,508,1.711159,-0.24994,0.699315,-0.606613,-0.446927,1.761814,1.313902,0.542163,-0.324959,0.052918,11.440347,-20.450756
432,433,0.886087,-0.081045,0.104406,0.466821,0.150267,0.819237,0.046273,-0.430488,0.751332,0.810764,9.746621,-18.266555
584,585,0.061016,-0.024747,0.104406,0.151105,0.030828,1.479041,0.046273,-0.659347,0.512156,0.672974,9.766224,-18.306356
30,31,1.252786,0.707129,0.401861,-0.859186,0.269705,1.479041,1.032206,0.484948,0.631744,0.810764,11.252337,-20.47231
399,400,-0.764055,-0.925518,-0.96643,1.03511,1.046056,0.159432,-1.432628,-1.231494,1.528653,0.121813,2.27874,-4.304159
464,465,0.702738,0.256744,1.175242,-0.796043,-1.402435,-0.029083,1.666021,0.713807,-0.922899,-1.66946,15.980231,-18.132662
827,828,1.252786,0.481937,1.05626,-0.859186,-0.685804,-0.500372,1.525173,0.599377,-0.863105,-0.773823,16.80791,-17.708866
667,668,-0.67238,-0.981816,-1.323375,1.03511,1.404372,-0.217599,-0.939661,-1.17428,1.588447,0.672974,3.021379,-5.704267
657,658,1.436135,0.650831,0.34237,-0.038324,-0.685804,0.913494,0.750511,0.370518,-0.683723,-1.118299,13.152477,-19.566627
926,927,-0.67238,1.6079,0.580333,-1.238045,-1.282997,-0.783145,0.116696,1.285954,-1.341457,-1.324984,23.123905,-14.35708
1009,1010,-1.130753,1.6079,0.223388,-1.427475,-1.223277,-1.160176,-0.37627,1.457598,-1.281663,-0.842718,22.60065,-14.634433
31,32,2.352881,0.313042,0.758806,-0.101468,-0.506646,-0.500372,1.173054,0.427733,-0.324959,-0.291557,13.416591,-19.441295
685,686,-0.489031,-0.812921,-1.561339,0.656251,1.523811,0.724979,-0.939661,-0.945421,1.289477,-0.291557,4.626942,-8.68165
118,119,1.986182,0.36934,0.520842,0.529964,-0.088611,1.573298,0.53924,0.427733,0.27298,0.328499,10.380082,-19.495329
293,294,-0.122333,1.495304,0.223388,-1.616904,-0.805242,-1.348691,0.398392,1.514813,-1.162075,-1.187194,24.980425,-13.355756
906,907,-1.039079,-1.094412,-1.204393,1.287683,0.74746,-0.311856,-1.855171,-1.17428,1.050302,0.604079,3.010394,-5.712449
927,928,-0.855729,-1.094412,-1.204393,1.477112,1.58353,0.065175,-1.080509,-0.773776,0.631744,0.535184,3.997928,-7.535042
81,82,1.069437,0.313042,1.115751,0.277392,-0.14833,1.573298,0.18712,-0.544917,0.033804,0.948555,10.167541,-19.056102
313,314,-0.580706,-0.869219,-1.204393,1.22454,0.926617,-0.029083,-1.291781,-1.231494,1.050302,0.190708,3.473016,-6.561066
704,705,-0.855729,-1.657394,-1.144902,0.340535,1.165495,-1.348691,-1.362204,-1.345924,1.468859,0.466289,2.657588,-5.006815
655,656,0.427715,-1.038114,-0.074066,1.098253,0.568302,1.007752,-0.235423,-0.830991,0.631744,1.568611,8.470102,-15.836181
120,121,2.077857,0.031551,0.044915,0.087962,0.150267,0.25369,0.257544,0.771022,-0.205372,0.604079,11.864841,-20.233505
931,932,-0.947404,-1.375903,-1.382866,0.84568,0.74746,-0.500372,-1.010085,-1.231494,0.811126,0.535184,2.63865,-4.988519
908,909,2.077857,0.425639,1.115751,-0.417184,-0.208049,0.347948,0.680087,-0.0872,-0.324959,0.672974,12.960246,-19.670911
806,807,1.069437,1.044918,1.353715,-0.606613,-0.685804,0.065175,1.736445,0.542163,-1.281663,-1.187194,17.526078,-17.325558
182,183,0.061016,1.833093,0.699315,-0.796043,-1.163558,-1.725722,-0.517118,1.400384,-1.341457,-0.980509,23.626043,-14.077434
259,260,1.069437,0.594533,1.353715,-0.859186,-0.685804,0.159432,2.01814,0.656592,-0.683723,-0.704928,16.74863,-17.740448
481,482,0.061016,-0.700325,-0.431012,0.719394,0.090547,1.761814,0.18712,-0.144414,0.452362,1.637506,8.96925,-16.803088
191,192,0.152691,0.819726,1.472697,-0.985472,-1.402435,-0.406114,1.173054,-0.029985,-1.042487,-0.911613,17.652929,-17.261195
315,316,-1.039079,-1.038114,-1.204393,1.540256,1.523811,-0.029083,-1.150933,-0.945421,0.87092,0.672974,3.84526,-7.271334
622,623,2.169532,0.707129,1.115751,-0.669756,-0.208049,0.25369,0.257544,0.484948,-0.384753,-0.291557,13.136311,-19.571629
154,155,1.619484,1.044918,0.996769,-0.922329,-0.566365,-0.311856,0.750511,0.656592,-0.922899,-0.222662,14.931367,-18.676362
77,78,-1.039079,-1.15071,-1.085412,1.161396,1.404372,0.25369,-1.080509,-0.888206,1.409065,0.672974,4.54662,-8.55526
510,511,0.33604,0.763428,1.234733,-0.796043,-1.581593,-0.123341,1.736445,1.11431,-0.683723,-1.256089,17.723512,-17.222531
86,87,-1.222428,-0.869219,-1.263884,1.540256,0.986337,-1.348691,-0.939661,-0.830991,1.349271,0.879659,3.866577,-7.312487
559,560,2.169532,0.98862,0.34237,-0.7329,-0.566365,1.196267,1.313902,0.313304,-1.042487,-0.842718,13.264925,-19.520267
711,712,-0.855729,0.932322,0.461352,-1.743191,-1.282997,-1.631465,0.257544,1.858102,-0.922899,-0.911613,25.346339,-13.166944
841,842,0.152691,0.36934,1.115751,-0.796043,-1.04412,0.065175,1.173054,0.484948,-1.162075,-1.324984,15.84361,-18.222428
62,63,2.352881,0.707129,0.996769,-0.164611,-0.446927,1.196267,1.384326,0.313304,-0.085784,-0.567138,14.300826,-18.991711
357,358,1.436135,0.200446,0.044915,-0.480327,-0.327488,2.044587,0.750511,0.484948,0.57195,0.466289,10.566683,-19.901439
36,37,-0.397357,1.551602,0.520842,-1.427475,-1.342716,-1.254434,0.116696,1.228739,-1.341457,-1.393879,23.073831,-14.380666
673,674,-0.397357,-0.700325,-0.96643,0.529964,0.807179,-0.217599,-1.150933,-1.231494,1.648241,0.535184,1.860446,-3.512665
58,59,-0.67238,-0.475132,-0.431012,1.287683,1.165495,0.25369,-1.996019,-0.945421,1.110095,1.706401,7.193206,-13.417109
705,706,-1.222428,-1.319605,-0.847448,1.22454,0.448863,0.442206,-1.362204,-0.773776,1.648241,0.879659,4.05879,-7.66713
960,961,-1.039079,-1.15071,-0.96643,1.287683,1.58353,-0.029083,-1.010085,-0.830991,1.110095,0.466289,4.604276,-8.655379
892,893,0.427715,-0.700325,-0.431012,0.529964,1.464091,0.724979,-1.291781,-0.945421,0.87092,0.466289,7.606463,-14.184339
75,76,-0.947404,-0.475132,-0.906939,1.098253,0.68774,0.536463,-0.939661,-0.945421,0.631744,1.43082,7.962867,-14.881374
734,735,1.069437,-0.137343,-1.144902,0.403678,0.508582,0.442206,0.116696,-0.487703,0.452362,1.775296,8.884992,-16.629411
988,989,-0.489031,-0.644027,-0.133557,0.403678,0.508582,0.724979,0.116696,-0.258844,0.392568,0.948555,9.495476,-17.794891
377,378,-0.580706,-0.812921,-1.382866,1.287683,1.284933,1.761814,-0.587542,-1.002635,0.631744,1.775296,8.150064,-15.219854
123,124,-0.305682,-0.53143,0.223388,0.593108,0.448863,1.384783,0.327968,-0.373273,0.392568,0.879659,9.218803,-17.269579
803,804,-0.947404,-1.094412,-0.96643,1.477112,1.225214,0.159432,-1.150933,-1.288709,1.169889,0.259603,4.129671,-7.811551
808,809,-0.67238,1.270111,0.401861,-1.301188,-1.402435,-1.631465,0.327968,1.858102,-1.102281,-0.980509,25.39596,-13.130925
208,209,-0.855729,-1.207009,-1.204393,1.729685,1.762688,-0.500372,-0.939661,-1.403138,0.990508,0.328499,3.796484,-7.169737
132,133,-0.397357,1.157515,0.758806,-1.174902,-1.402435,-1.631465,0.53924,2.08696,-1.341457,-1.600565,26.970575,-12.300982
910,911,1.436135,0.031551,0.937279,-0.35404,-0.208049,0.724979,0.398392,0.427733,-0.743517,-0.704928,12.442909,-19.945281
224,225,-0.030658,-1.319605,-0.728466,0.908824,1.284933,0.724979,-0.446694,-0.830991,1.648241,1.01745,4.225328,-7.965209
203,204,-0.397357,-0.869219,-1.620829,0.782537,1.404372,0.347948,-0.446694,-1.288709,1.528653,0.741869,6.533721,-12.205989
873,874,0.061016,-0.081045,0.104406,0.087962,0.389144,0.724979,-0.164999,-0.716562,0.452362,1.29303,9.529331,-17.859862
666,667,-0.67238,-1.15071,-1.085412,1.477112,1.284933,0.159432,-1.150933,-1.345924,1.409065,0.328499,3.334005,-6.308792
799,800,-0.030658,-1.15071,-1.442357,0.403678,0.68774,0.25369,-0.37627,-0.830991,1.169889,0.466289,5.785878,-10.819695
994,995,-0.397357,-1.207009,-0.847448,1.287683,0.926617,1.667556,-1.080509,-0.945421,-0.085784,1.706401,7.840805,-14.625514
462,463,2.077857,0.650831,0.520842,-1.174902,-0.566365,1.196267,0.820935,0.313304,-0.743517,-0.567138,14.055236,-19.117308
876,877,-0.030658,-0.306238,-0.252539,1.03511,0.508582,0.442206,-0.798814,-0.373273,0.57195,1.499716,8.759473,-16.375953
595,596,1.619484,0.087849,0.104406,0.529964,-0.446927,1.479041,0.750511,0.427733,-0.145578,-0.015977,11.380369,-20.455873
723,724,-0.489031,1.495304,0.461352,-0.922329,-0.685804,-1.160176,0.046273,1.343169,-1.341457,-0.980509,23.993836,-13.891154
380,381,0.702738,0.481937,0.520842,-1.743191,-0.626084,0.065175,1.736445,0.771022,-1.102281,-1.80725,16.565045,-17.83128
367,368,-1.222428,-0.925518,-1.144902,0.782537,0.628021,-0.029083,-1.080509,-1.345924,0.691538,-0.911613,2.064355,-3.892643
517,518,-0.305682,-1.207009,-1.263884,1.22454,1.284933,0.630721,-0.798814,-0.487703,0.87092,1.637506,7.370692,-13.740443
624,625,-0.030658,1.270111,1.413206,-1.806334,-0.864962,-2.102753,1.45475,0.942666,-0.803311,-0.980509,17.567641,-17.314698
445,446,1.619484,-0.53143,0.996769,-0.922329,-0.864962,-0.406114,1.595597,0.656592,-0.743517,-0.704928,14.395747,-18.933327
391,392,-0.305682,-0.925518,-1.144902,0.593108,1.404372,-0.500372,-1.010085,-1.288709,1.528653,0.604079,2.847229,-5.363282
10,11,-0.397357,0.763428,1.829642,-0.796043,-1.04412,-0.500372,1.525173,0.656592,-1.281663,-1.187194,19.077759,-16.493015
917,918,0.244365,0.313042,0.818297,0.529964,-0.566365,1.856072,0.750511,0.484948,-0.863105,0.466289,11.694435,-20.367308
759,760,2.169532,0.425639,0.996769,-0.038324,-0.745523,-0.217599,1.173054,0.313304,-0.564135,-0.153767,12.706138,-19.794736
789,790,0.244365,-1.094412,-0.252539,0.656251,0.866898,1.761814,-0.72839,-0.430488,1.050302,1.706401,8.249841,-15.412287
709,710,0.152691,1.270111,1.294224,-1.111759,-1.342716,-0.500372,0.53924,0.771022,-1.341457,-1.600565,20.805806,-15.591198
939,940,-0.855729,-1.263307,-1.501848,1.03511,0.568302,-1.065918,-1.010085,-0.945421,1.110095,0.741869,2.372998,-4.461935
274,275,-2.689221,-0.981816,-1.085412,0.529964,0.986337,-0.123341,-1.010085,-1.403138,1.648241,0.328499,1.166038,-2.166894
358,359,-0.305682,-1.544798,-0.728466,0.340535,0.74746,0.347948,-0.869237,-1.117065,1.528653,0.466289,4.315463,-8.117745
889,890,-0.305682,0.538235,1.889133,-1.553761,-1.282997,-0.500372,1.313902,0.542163,-1.162075,-1.256089,19.439324,-16.306594
610,611,-2.505872,-1.488499,-1.263884,0.529964,0.508582,-0.029083,-1.784747,-1.288709,1.409065,0.672974,1.133667,-2.180601
679,680,-0.855729,-1.375903,-1.204393,1.161396,0.74746,-0.123341,-1.573476,-1.17428,1.528653,0.328499,3.080872,-5.842376
166,167,-1.039079,-1.094412,-1.263884,1.03511,0.329424,-0.217599,-1.996019,-1.17428,1.110095,0.328499,3.598682,-6.827845
581,582,0.244365,-0.081045,0.223388,0.529964,0.568302,2.233103,0.116696,-0.487703,0.213186,0.810764,9.628386,-18.061099
215,216,-0.397357,-1.375903,-1.739811,0.087962,0.866898,-0.029083,-1.221357,-1.17428,0.392568,0.741869,2.994515,-5.648284
1003,1004,0.152691,1.495304,1.234733,-1.869477,-1.223277,-0.59463,0.750511,1.057095,-1.341457,-0.911613,21.160191,-15.391384
177,178,-0.67238,-0.981816,-0.96643,0.782537,1.404372,0.159432,-1.432628,-1.231494,1.409065,0.535184,2.253265,-4.257169
69,70,1.619484,1.101217,1.115751,-0.985472,-0.805242,-0.311856,1.313902,0.771022,-0.922899,-0.291557,15.765664,-18.243761
472,473,-1.130753,-1.15071,-0.847448,1.540256,1.046056,0.065175,-1.221357,-0.716562,1.767829,0.466289,4.027164,-7.606016
752,753,-0.030658,-1.038114,-0.431012,0.593108,0.68774,0.347948,-0.235423,-0.487703,0.631744,1.15524,9.033357,-16.870158
974,975,1.619484,0.707129,0.461352,-0.796043,-0.805242,-0.029083,1.595597,0.484948,-0.803311,-0.291557,14.281225,-19.00212
314,315,1.527809,0.200446,0.937279,-0.164611,0.150267,0.724979,0.18712,0.484948,0.512156,0.741869,10.67143,-20.046837
488,489,-0.214007,-1.038114,-0.787957,1.161396,1.225214,0.536463,-0.587542,-0.659347,0.452362,1.706401,7.821534,-14.602163
455,456,-0.122333,0.763428,1.532187,-1.553761,-1.342716,-1.065918,1.525173,0.828236,-0.982693,-1.118299,19.345272,-16.352752
532,533,-0.67238,-0.812921,-1.144902,0.782537,0.866898,-0.029083,-1.362204,-1.231494,1.110095,0.604079,1.64506,-3.066212
612,613,-0.67238,-1.319605,-0.787957,1.413969,0.269705,0.913494,-0.587542,-1.17428,0.990508,1.01745,6.779881,-12.661818
200,201,-1.130753,-1.094412,-1.204393,0.340535,0.628021,-0.688887,-1.080509,-1.345924,1.349271,0.397394,2.72884,-5.161101
276,277,0.427715,-0.869219,-0.193048,0.84568,0.807179,0.442206,-1.150933,-0.373273,1.050302,1.499716,8.201972,-15.334458
586,587,-1.039079,-0.812921,-0.96643,0.593108,1.284933,0.442206,-1.221357,-0.945421,1.409065,0.328499,4.801465,-9.015871
340,341,1.436135,0.763428,1.05626,-0.669756,-0.685804,0.159432,1.595597,0.427733,-0.803311,-0.980509,15.192502,-18.547084
728,729,-1.039079,-0.812921,-0.96643,1.477112,1.523811,0.724979,-0.869237,-1.231494,1.588447,0.672974,4.048271,-7.64251
0,1,0.061016,0.594533,1.948624,-1.680048,-1.223277,-0.59463,1.173054,0.99988,-0.863105,-1.256089,18.919045,-16.593558
786,787,-0.489031,0.425639,1.591678,-1.553761,-1.402435,-0.783145,0.680087,0.084445,-1.162075,-1.462774,19.52931,-16.257431
344,345,0.061016,-1.094412,-0.96643,0.593108,0.74746,0.347948,-1.150933,-0.773776,0.930714,1.568611,6.023777,-11.249452
630,631,1.34446,0.594533,0.223388,-1.301188,-1.282997,-0.029083,1.243478,0.599377,-0.743517,-0.291557,15.434414,-18.423157
796,797,0.061016,-1.319605,-0.906939,0.466821,0.807179,0.819237,-0.587542,-0.716562,1.528653,0.672974,4.294502,-8.100986
239,240,1.436135,0.932322,1.115751,-0.796043,-0.805242,-0.123341,1.525173,0.484948,-0.683723,-0.429348,15.906311,-18.166072
74,75,-0.397357,1.833093,0.877788,-1.238045,-1.521874,-0.500372,0.257544,1.285954,-1.221869,-0.842718,23.917288,-13.924028
497,498,-0.305682,1.382708,0.639824,-0.922329,-1.342716,-1.254434,-0.235423,1.629243,-1.102281,-1.187194,23.976278,-13.902401
631,632,0.061016,1.495304,0.401861,-1.553761,-1.223277,-1.537207,0.327968,1.11431,-1.401251,-1.324984,22.185073,-14.842935
922,923,1.711159,0.594533,0.639824,-0.54347,-0.387207,0.347948,0.53924,0.542163,-0.384753,-0.636033,13.834044,-19.232155
176,177,-1.039079,-0.756623,-0.96643,1.350826,0.926617,-0.029083,-1.784747,-1.345924,1.468859,0.604079,4.053116,-7.641565
733,734,0.794413,0.538235,0.163897,0.466821,0.74746,0.442206,0.18712,-0.316058,0.631744,0.466289,10.827189,-20.295076
861,862,-0.030658,1.326409,1.294224,-0.859186,-0.9844,-0.500372,0.398392,0.828236,-1.162075,-1.66946,20.310496,-15.841396
43,44,-0.122333,-0.644027,-0.371521,1.22454,0.090547,0.819237,-0.024151,-0.430488,0.631744,0.535184,8.689027,-16.261234
430,431,-1.405777,1.326409,1.353715,-1.301188,-1.462155,-0.500372,0.257544,1.228739,-0.922899,-0.567138,19.893069,-16.069822
255,256,-2.047499,-1.094412,-1.739811,0.782537,1.344653,0.630721,-1.855171,-0.830991,0.990508,0.466289,4.789815,-9.01451
26,27,-1.130753,-0.700325,-0.96643,1.413969,1.464091,0.347948,-1.432628,-1.002635,1.409065,0.672974,3.342884,-6.297126
613,614,0.886087,-0.362536,-0.668975,0.529964,1.225214,0.819237,-0.939661,-1.231494,1.050302,1.361925,8.518905,-15.935225
310,311,0.794413,-0.587729,0.044915,-0.038324,-0.088611,2.138845,0.18712,-0.430488,0.512156,0.741869,9.393407,-17.619847
838,839,-0.855729,-0.700325,-1.620829,0.908824,0.986337,0.065175,-0.587542,-1.117065,1.468859,0.672974,2.532255,-4.807186
522,523,-0.67238,-0.869219,-1.085412,0.782537,1.284933,0.159432,-1.150933,-0.773776,1.169889,0.604079,4.757756,-8.929269
632,633,0.244365,0.256744,0.818297,0.403678,0.030828,1.10201,0.750511,0.484948,0.332774,0.328499,10.479333,-19.661964
833,834,-0.214007,1.101217,0.639824,-1.616904,-0.9844,-1.160176,0.53924,2.08696,-1.341457,-1.738355,26.167316,-12.728855
125,126,-1.405777,-1.319605,-1.204393,0.277392,0.986337,-0.217599,-1.291781,-1.345924,1.767829,0.535184,1.164419,-2.186196
593,594,-0.67238,0.256744,0.461352,0.087962,0.508582,2.044587,0.257544,-0.029985,-0.205372,0.879659,9.926389,-18.625213
719,720,-2.047499,-1.207009,-1.085412,0.529964,0.628021,-1.254434,-1.6439,-1.117065,1.050302,0.535184,1.927128,-3.641876
209,210,-0.489031,-1.038114,-1.025921,0.719394,1.105775,0.630721,-0.869237,-0.830991,0.811126,0.672974,3.125031,-5.891361
821,822,0.061016,0.36934,1.948624,-1.616904,-1.223277,-0.783145,1.313902,0.885451,-0.922899,-1.324984,19.889558,-16.068083
41,42,0.061016,-0.925518,-0.847448,1.287683,0.866898,-0.311856,-0.798814,-0.830991,1.050302,0.948555,5.756162,-10.773069
183,184,-0.489031,1.044918,0.996769,-1.301188,-1.223277,-0.971661,0.398392,1.629243,-0.803311,-0.842718,25.891358,-12.872397
961,962,-0.122333,0.763428,1.115751,-1.301188,-0.924681,-0.029083,0.609663,1.11431,-1.461045,-1.324984,21.157237,-15.399499
146,147,-0.122333,-1.207009,-0.847448,1.161396,1.464091,0.724979,-0.72839,-0.773776,0.930714,0.741869,6.454597,-12.072812
643,644,1.436135,0.256744,1.115751,-0.038324,-0.685804,-0.029083,1.313902,0.427733,-0.444547,-0.153767,14.200998,-19.041403
938,939,-0.764055,1.382708,1.532187,-1.174902,-0.9844,-0.688887,1.384326,1.285954,-1.341457,-0.980509,20.804676,-15.579629
976,977,0.152691,-1.432201,-0.490503,1.03511,0.926617,1.950329,-0.869237,-0.544917,0.930714,1.844191,8.226379,-15.38786
211,212,-0.214007,1.270111,0.580333,-0.859186,-1.282997,-1.348691,0.398392,1.514813,-1.102281,-1.049404,24.251575,-13.742581
264,265,-1.222428,-0.925518,-0.96643,1.350826,0.68774,-0.500372,-1.010085,-1.231494,1.468859,-0.980509,3.306587,-6.265253
447,448,-0.397357,-0.700325,-0.847448,1.22454,0.628021,0.724979,-0.869237,-1.17428,0.930714,1.224135,6.099132,-11.404047
753,754,-0.305682,-1.15071,-1.739811,0.971967,1.404372,-0.500372,-1.573476,-1.231494,0.930714,0.190708,2.833873,-5.36271
254,255,-0.489031,-0.756623,-1.025921,0.466821,1.344653,0.065175,-0.798814,-0.659347,0.512156,0.741869,4.99205,-9.3591
486,487,1.161111,0.481937,0.223388,0.466821,0.74746,1.856072,0.327968,0.542163,0.631744,0.741869,10.751744,-20.277405
431,432,1.619484,0.481937,0.937279,0.087962,-0.267769,0.536463,1.243478,0.313304,-0.444547,-0.636033,11.806175,-20.276743
400,401,1.436135,0.313042,1.115751,0.024819,-0.685804,0.25369,1.173054,0.370518,-0.564135,-0.015977,14.096,-19.099713
855,856,0.794413,-0.24994,-0.847448,0.214248,0.74746,0.630721,-0.446694,-0.373273,0.213186,1.43082,8.470117,-15.84327
616,617,-0.030658,1.270111,0.34237,-0.985472,-0.864962,-1.160176,0.18712,1.514813,-1.162075,-1.049404,24.279896,-13.734185
286,287,-0.305682,-0.644027,-0.787957,1.540256,0.68774,0.630721,-0.587542,-0.830991,1.050302,0.259603,7.104536,-13.239234
